sentences,cleaned_text,sentiment_value,word_count,category,cleaned_text_1,polarity
applications over and above there was the dream of an,applic dream,1,10,Positive,"['applic', 'dream']",0.0
adequate infrastructure that would be capable of supporting,adequ infrastructur would capabl support,4,8,Positive,"['adequ', 'infrastructur', 'capabl', 'support']",0.0
rd in a variety of engineering and scientific disciplines,rd varieti engin scientif disciplin,0,9,Neutral,"['varieti', 'engin', 'scientif', 'disciplin']",0.0
the second development was the formation of a missile,second develop format missil,0,9,Neutral,"['second', 'develop', 'format', 'missil']",0.0
panel in the ministry of defence both narayanan and i,panel ministri defenc narayanan,0,10,Neutral,"['panel', 'ministri', 'defenc', 'narayanan']",0.0
were inducted as members the idea of making missiles in,induct member idea make missil,0,10,Neutral,"['induct', 'member', 'idea', 'missil']",0.0
our own country was exciting and we spent hours on end,countri excit spent hour end,3,11,Positive,"['countri', 'excit', 'spend', 'hour', 'end']",-0.1
studying the missiles of various advanced countries,studi missil variou advanc countri,1,7,Positive,"['studi', 'missil', 'variou', 'advanc', 'countri']",0.0
the distinction between a tactical missile and a,distinct tactic missil,0,8,Neutral,"['distinct', 'tactic', 'missil']",0.3
strategic missile is often a fine one generally by,strateg missil often fine one gener,2,9,Positive,"['strateg', 'missil', 'fine', 'gener']",0.4166666666666667
‘strategic’ it is understood that the missile will fly thousands,strateg understood missil fli thousand,0,10,Neutral,"['strateg', 'understand', 'missil', 'fli', 'thousand']",0.0
of kilometres however in warfare this term is used to,kilometr howev warfar term use,-2,10,Negative,"['kilometr', 'howev', 'warfar', 'term', 'use']",0.0
denote the kind of target rather than its distance from,denot kind target rather distanc,2,10,Positive,"['denot', 'kind', 'target', 'distanc']",0.6
missile launch strategic missiles are those that strike at,missil launch strateg missil strike,-1,9,Negative,"['missil', 'launch', 'strateg', 'missil', 'strike']",0.0
the enemy’s heartland either in counterforce attacks on,enemi heartland either counterforc attack,-3,8,Negative,"['enemi', 'heartland', 'counterforc', 'attack']",0.0
their strategic forces or in countervalue attacks on the,strateg forc countervalu attack,-1,9,Negative,"['strateg', 'forc', 'countervalu', 'attack']",0.0
society which in essence means his cities tactical,societi essenc mean citi tactic,0,8,Neutral,"['societi', 'essenc', 'mean', 'citi', 'tactic']",-0.3125
weapons are those that influence a battle and the battle,weapon influenc battl battl,-2,10,Negative,"['weapon', 'influenc', 'battl', 'battl']",0.0
may be by land sea or air or on all three together this,may land sea air three togeth,0,13,Neutral,"['land', 'sea', 'air', 'togeth']",0.0
categorization now appears nonsensical as the us air,categor appear nonsens us air,0,8,Neutral,"['categor', 'appear', 'nonsen', 'air']",0.0
force’s groundlaunched tomahawk is used in a tactical,forc groundlaunch tomahawk use tactic,0,8,Neutral,"['forc', 'groundlaunch', 'tomahawk', 'use', 'tactic']",0.0
role notwithstanding its range of some 3000 km in those,role notwithstand rang km,0,10,Neutral,"['role', 'notwithstand', 'rang']",0.0
days however strategic missiles were synonymous with,day howev strateg missil synonym,0,7,Neutral,"['day', 'howev', 'strateg', 'missil', 'synonym']",0.0
intermediate range ballistic missiles irbms with ranges in,intermedi rang ballist missil irbm rang,0,8,Neutral,"['intermedi', 'ring', 'ballist', 'missil', 'irbm', 'ring']",0.0
the order of 1500 nautical miles or 2780 km and inter,order nautic mile km inter,0,11,Neutral,"['order', 'nautic', 'mile', 'inter']",0.0
continental ballistic missiles icbms with a capability of,continent ballist missil icbm capabl,0,8,Neutral,"['continent', 'ballist', 'missil', 'icbm', 'capabl']",0.0
going even further,go even,0,3,Neutral,[],0.0
gp capt narayanan had an ineffable enthusiasm for,gp capt narayanan ineff enthusiasm,0,8,Neutral,"['capt', 'narayanan', 'ineff', 'enthusiasm']",0.0
indigenous guided missiles he was a great admirer of the,indigen guid missil great admir,3,10,Positive,"['indigen', 'guid', 'missil', 'great', 'admir']",0.8
strong arm approach of the russian missile development,strong arm approach russian missil develop,2,8,Positive,"['strong', 'arm', 'approach', 'russian', 'missil', 'develop']",0.21666666666666665
programme “when it could be done there why not here,programm could done,0,10,Neutral,['programm'],0.0
where space research has already prepared the soil for a,space research alreadi prepar soil,0,10,Neutral,"['space', 'research', 'alreadi', 'prepar', 'soil']",0.0
bonanza of missile technology” narayanan used to needle,bonanza missil technolog narayanan use needl,0,8,Neutral,"['bonanza', 'missil', 'technolog', 'narayanan', 'use', 'needl']",0.0
me,,0,1,Neutral,[],0.0
the bitter lessons of the two wars in 1962 and 1965,bitter lesson two war,-4,11,Negative,"['bitter', 'lesson', 'war']",-0.1
had left the indian leadership with little choice in the matter,left indian leadership littl choic matter,0,11,Neutral,"['leave', 'indian', 'leadership', 'littl', 'choic', 'matter']",0.0
of achieving selfreliance in military hardware and weapon,achiev selfreli militari hardwar weapon,0,8,Neutral,"['achiev', 'selfreli', 'militari', 'hardwar', 'weapon']",0.0
systems a large number of surfacetoair missiles sams,system larg number surfacetoair missil sam,0,8,Neutral,"['system', 'larg', 'number', 'surfacetoair', 'missil', 'sam']",0.0
were obtained from the ussr to guard strategic locations,obtain ussr guard strateg locat,0,9,Neutral,"['obtain', 'ussr', 'guard', 'strateg', 'locat']",0.0
gp capt narayanan passionately advocated the,gp capt narayanan passion advoc,0,6,Neutral,"['capt', 'narayanan', 'passion', 'advoc']",0.0
development of these missiles in the country,develop missil countri,0,7,Neutral,"['develop', 'missil', 'countri']",0.0
while working together on rato motors and on the,work togeth rato motor,0,9,Neutral,"['work', 'togeth', 'rato', 'motor']",0.0
missile panel narayanan and i played the roles of student,missil panel narayanan play role student,0,10,Neutral,"['missil', 'panel', 'narayanan', 'play', 'role', 'student']",0.0
and teacher interchangeably wherever required he was,teacher interchang wherev requir,0,7,Neutral,"['teacher', 'interchang', 'wherev', 'requir']",0.0
very eager to learn about rocketry and i was very curious to,eager learn rocketri curiou,3,12,Positive,"['eager', 'learn', 'rocketri', 'curiou']",0.0
know about airborne weapon systems the depth of,know airborn weapon system depth,0,8,Neutral,"['know', 'airborn', 'weapon', 'system', 'depth']",0.0
narayanan’s conviction and his force of application were,narayanan convict forc applic,0,8,Neutral,"['narayanan', 'convict', 'forc', 'applic']",0.0
inspiring right from the day of our predawn visit to the,inspir right day predawn visit,2,11,Positive,"['inspir', 'right', 'day', 'predawn', 'visit']",0.2857142857142857
tilpat range with prof sarabhai narayanan was always,tilpat rang prof sarabhai narayanan alway,0,8,Neutral,"['tilpat', 'rang', 'prof', 'sarabhai', 'narayanan', 'alway']",0.0
busy with his rato motor he had arranged everything that,busi rato motor arrang everyth,0,10,Neutral,"['busi', 'rato', 'motor', 'arrang', 'everyth']",0.0
was required before being asked he obtained funding of,requir ask obtain fund,0,9,Neutral,"['requir', 'ask', 'obtain', 'fund']",0.0
rs 75 lakhs with a further commitment towards any,rs lakh commit toward,2,9,Positive,"['lakh', 'commit']",0.0
unforeseen costs “you name the thing and i will get it for,unforeseen cost name thing get,0,12,Neutral,"['unforeseen', 'cost', 'thing']",0.0
you but do not ask for time” he said at times i often,ask time said time often,0,13,Neutral,"['ask', 'time', 'say', 'time']",0.0
laughed at his impatience and read for him these lines,laugh impati read line,1,10,Positive,"['laugh', 'impati', 'read', 'line']",0.3
from ts eliot’s hollow men,ts eliot hollow men,0,5,Neutral,"['eliot', 'hollow', 'man']",-0.1
between the conception,concept,0,3,Neutral,['concept'],0.0
and the creation,creation,0,3,Neutral,['creation'],0.0
between the emotion,emot,0,3,Neutral,['emot'],0.0
and the response,respons,0,3,Neutral,['respon'],0.0
falls the shadow,fall shadow,0,3,Neutral,"['fall', 'shadow']",0.0
defence rd at that time was heavily dependent on,defenc rd time heavili depend,0,9,Neutral,"['defenc', 'time', 'heavili', 'depend']",0.0
imported equipment virtually nothing indigenous was,import equip virtual noth indigen,0,6,Neutral,"['import', 'equip', 'virtual', 'noth', 'indigen']",0.0
available together we made a long shopping list and,avail togeth made long shop list,0,9,Neutral,"['avail', 'togeth', 'long', 'shop', 'list']",-0.05
drew up an import plan but this made me unhappy—was,drew import plan made unhappi,-2,10,Negative,"['draw', 'import', 'plan', 'unhappi']",0.0
there no remedy or alternative was this nation doomed to,remedi altern nation doom,-3,10,Negative,"['remedi', 'altern', 'nation', 'doom']",0.0
live with screwdriver technology could a poor country like,live screwdriv technolog could poor countri like,0,9,Neutral,"['live', 'screwdriv', 'technolog', 'poor', 'countri', 'like']",-0.13181818181818183
india afford this kind of development,india afford kind develop,2,6,Positive,"['india', 'afford', 'kind', 'develop']",0.6
one day while working late in the office which was,one day work late offic,0,10,Neutral,"['day', 'work', 'late', 'offic']",-0.3
quite routine after i took up the rato projects i saw a,quit routin took rato project saw,0,12,Neutral,"['quit', 'routin', 'take', 'rato', 'project', 'see']",0.0
young colleague jaya chandra babu going home babu,young colleagu jaya chandra babu go home babu,0,8,Neutral,"['young', 'colleagu', 'jaya', 'chandra', 'babu', 'home', 'babu']",0.1
had joined us a few months ago and the only thing i knew,join us month ago thing knew,1,13,Positive,"['join', 'month', 'ago', 'thing', 'know']",0.0
about him was that he had a very positive attitude and was,posit attitud,2,12,Positive,"['posit', 'attitud']",0.0
articulate i called him into my office and did a bit of loud,articul call offic bit loud,0,13,Neutral,"['articul', 'offic', 'bit', 'loud']",0.1
thinking “do you have any suggestions” i then asked him,think suggest ask,0,10,Neutral,"['think', 'suggest', 'ask']",0.0
babu remained silent for a while and then asked for time,babu remain silent ask time,0,11,Neutral,"['babu', 'remain', 'silent', 'ask', 'time']",0.0
until the next evening to do some homework before,next even homework,0,9,Neutral,['homework'],0.0
answering my question,answer question,0,3,Neutral,"['answer', 'question']",0.0
the next evening babu came to me before the,next even babu came,0,9,Neutral,"['babu', 'come']",0.0
appointed time his face was beaming with promise “we,appoint time face beam promis,1,9,Positive,"['appoint', 'time', 'face', 'beam', 'promis']",0.0
can do it sir the rato system can be made without,sir rato system made without,0,11,Neutral,"['sir', 'rato', 'system']",0.0
imports the only hurdle is the inherent inelasticity in the,import hurdl inher inelast,0,10,Neutral,"['import', 'hurdl', 'inher', 'inelast']",0.0
approach of the organization towards procurement and,approach organ toward procur,0,7,Neutral,"['approach', 'organ', 'procur']",0.0
subcontracting which would be the two major thrust areas,subcontract would two major thrust area,0,9,Neutral,"['subcontract', 'major', 'thrust', 'area']",0.0625
to avoid imports” he gave me seven points or rather,avoid import gave seven point rather,-1,10,Negative,"['avoid', 'import', 'give', 'seven', 'point']",0.0
asked for seven liberties—financial approval by a single,ask seven liberti financi approv singl,2,8,Positive,"['ask', 'seven', 'liberti', 'financi', 'approv', 'singl']",0.0
person instead of an entire hierarchy air travel for all,person instead entir hierarchi air travel,0,10,Neutral,"['person', 'instead', 'entir', 'hierarchi', 'air', 'travel']",0.0
people on work irrespective of their entitlement,peopl work irrespect entitl,0,7,Neutral,"['peopl', 'work', 'irrespect', 'entitl']",0.0
accountability to only one person lifting of goods by air,account one person lift good air,3,10,Positive,"['account', 'person', 'lift', 'good', 'air']",0.7
cargo subcontracting to the private sector placement of,cargo subcontract privat sector placement,0,8,Neutral,"['cargo', 'subcontract', 'privat', 'sector', 'placement']",0.0
orders on the basis of technical competence and,order basi technic compet,0,8,Neutral,"['order', 'basi', 'technic', 'compet']",0.0
expeditious accounting procedures,expediti account procedur,0,3,Neutral,"['expediti', 'account', 'procedur']",0.0
these demands were unheard of in government,demand unheard govern,-1,7,Negative,"['demand', 'unheard', 'govern']",0.0
establishments which tend to be conservative yet i could,establish tend conserv yet could,0,9,Neutral,"['establish', 'tend', 'conserv']",0.0
